user_id,file_id,prediction,score,model_used,true_label,is_correct,file_type,risk_level,file_size_kb,source,nb_features,has_js,has_embedded_files,user_profile_status
user_8,file_306,1,0.85,RandomForest,1,True,xls,medium,1433,web,22,True,True,clean
user_8,file_307,1,0.81,RandomForest,1,True,doc,medium,310,usb,22,True,False,clean
user_8,file_308,0,0.76,RandomForest,0,True,doc,low,1323,usb,22,True,False,clean
user_8,file_309,1,0.87,RandomForest,1,True,xls,medium,1176,usb,22,True,True,clean
user_8,file_310,1,0.84,RandomForest,1,True,doc,high,356,web,22,True,True,clean
user_8,file_311,0,0.83,RandomForest,0,True,xls,low,812,web,22,True,True,clean
user_8,file_312,0,0.84,RandomForest,0,True,xls,low,1700,web,22,True,False,clean
user_8,file_313,1,0.77,RandomForest,1,True,pdf,low,1268,usb,22,False,True,clean
user_8,file_314,1,0.87,RandomForest,1,True,doc,medium,944,web,22,False,False,clean
user_8,file_315,1,0.89,RandomForest,1,True,xls,high,993,email,22,False,False,suspicious
user_8,file_316,1,0.87,RandomForest,1,True,doc,medium,726,email,22,False,False,suspicious
user_8,file_317,1,0.86,RandomForest,1,True,pdf,medium,1376,email,22,True,False,suspicious
user_8,file_318,1,0.92,RandomForest,1,True,pdf,medium,1792,usb,22,True,True,suspicious
user_8,file_319,0,0.81,RandomForest,0,True,doc,low,1477,email,22,False,True,suspicious
user_8,file_320,0,0.85,RandomForest,0,True,pdf,high,891,usb,22,False,False,suspicious
user_9,file_321,0,0.58,RandomForest,0,True,doc,low,1824,email,22,True,True,insufficient_data
user_9,file_322,0,0.74,RandomForest,0,True,doc,low,1272,web,22,False,False,insufficient_data
user_9,file_323,1,0.81,RandomForest,1,True,doc,high,122,web,22,False,False,insufficient_data
user_9,file_324,1,0.83,RandomForest,1,True,doc,medium,452,usb,22,True,True,insufficient_data
user_9,file_325,1,0.8,RandomForest,1,True,pdf,medium,779,email,22,True,True,suspicious
user_9,file_326,0,0.75,RandomForest,0,True,xls,medium,1898,email,22,True,True,clean
user_9,file_327,0,0.79,RandomForest,0,True,xls,high,1679,web,22,False,True,clean
user_9,file_328,0,0.78,RandomForest,0,True,doc,high,462,web,22,False,True,clean
user_9,file_329,0,0.85,RandomForest,0,True,xls,low,788,email,22,True,True,clean
user_9,file_330,1,0.57,RandomForest,0,False,pdf,medium,1927,email,22,True,False,clean
user_9,file_331,0,0.78,RandomForest,0,True,doc,high,835,usb,22,True,True,clean
user_9,file_332,1,0.82,RandomForest,1,True,doc,low,1023,web,22,True,False,clean
user_9,file_333,0,0.8,RandomForest,0,True,xls,low,1562,web,22,True,False,clean
user_9,file_334,1,0.86,RandomForest,1,True,xls,medium,1949,usb,22,False,False,clean
user_9,file_335,0,0.79,RandomForest,0,True,xls,high,1543,email,22,True,True,clean
user_9,file_336,0,0.65,RandomForest,0,True,xls,medium,1216,usb,22,True,True,clean
user_9,file_337,1,0.76,RandomForest,1,True,pdf,high,344,email,22,False,True,clean
user_9,file_338,1,0.8,RandomForest,1,True,xls,high,217,usb,22,True,True,clean
user_9,file_339,0,0.67,RandomForest,0,True,pdf,low,1705,web,22,False,False,clean
user_9,file_340,0,0.77,RandomForest,0,True,doc,high,722,usb,22,False,True,clean
user_9,file_341,1,0.82,RandomForest,1,True,doc,high,1403,web,22,False,True,clean
user_9,file_342,1,0.88,RandomForest,1,True,pdf,medium,593,usb,22,True,False,clean
user_9,file_343,1,0.51,RandomForest,1,True,pdf,high,335,email,22,True,False,clean
user_9,file_344,0,0.69,RandomForest,0,True,doc,high,724,email,22,True,True,clean
user_9,file_345,1,0.82,RandomForest,1,True,doc,medium,1342,email,22,True,False,clean
user_9,file_346,1,0.86,RandomForest,1,True,pdf,high,169,usb,22,True,True,clean
user_9,file_347,0,0.87,RandomForest,0,True,pdf,low,833,email,22,False,False,clean
user_9,file_348,1,0.89,RandomForest,1,True,doc,high,573,usb,22,True,True,clean
user_9,file_349,1,0.84,RandomForest,1,True,xls,medium,1441,usb,22,False,False,suspicious
user_9,file_350,0,0.73,RandomForest,0,True,xls,low,684,web,22,False,False,clean
user_9,file_351,0,0.85,RandomForest,0,True,xls,medium,644,email,22,True,False,clean
user_9,file_352,1,0.86,RandomForest,1,True,xls,high,1027,usb,22,True,True,clean
user_9,file_353,1,0.68,RandomForest,0,False,doc,medium,1223,web,22,False,True,suspicious
user_9,file_354,0,0.75,RandomForest,0,True,pdf,high,1663,usb,22,True,False,clean
user_9,file_355,0,0.81,RandomForest,0,True,xls,high,835,web,22,True,False,clean
user_9,file_356,1,0.82,RandomForest,1,True,doc,medium,1333,web,22,False,False,clean
user_9,file_357,0,0.77,RandomForest,0,True,xls,low,1997,usb,22,True,False,clean
user_9,file_358,1,0.86,RandomForest,1,True,pdf,medium,1308,email,22,False,False,clean
user_9,file_359,0,0.74,RandomForest,0,True,doc,high,687,usb,22,True,False,clean
user_9,file_360,0,0.87,RandomForest,0,True,xls,low,1482,usb,22,True,True,clean
user_10,file_361,1,0.85,RandomForest,1,True,pdf,high,1743,usb,22,False,True,insufficient_data
user_10,file_362,0,0.64,RandomForest,0,True,pdf,medium,477,usb,22,True,True,insufficient_data
user_10,file_363,1,0.87,RandomForest,1,True,pdf,medium,1935,usb,22,True,True,insufficient_data
user_10,file_364,1,0.79,RandomForest,1,True,doc,high,642,email,22,True,True,insufficient_data
user_10,file_365,0,0.81,RandomForest,0,True,pdf,low,292,usb,22,True,False,suspicious
user_10,file_366,0,0.71,RandomForest,0,True,pdf,low,1286,web,22,False,False,clean
user_10,file_367,1,0.94,RandomForest,1,True,pdf,high,1601,web,22,False,True,suspicious
user_10,file_368,0,0.8,RandomForest,0,True,pdf,high,1441,web,22,True,True,clean
user_10,file_369,1,0.83,RandomForest,1,True,xls,low,1544,usb,22,False,False,suspicious
user_10,file_370,1,0.51,RandomForest,1,True,doc,high,323,usb,22,False,False,suspicious
user_10,file_371,0,0.74,RandomForest,0,True,doc,medium,752,usb,22,True,True,suspicious
user_10,file_372,1,0.86,RandomForest,1,True,xls,low,660,email,22,True,False,suspicious
user_10,file_373,1,0.82,RandomForest,1,True,pdf,high,1417,web,22,True,True,suspicious
user_10,file_374,1,0.8,RandomForest,1,True,pdf,high,1224,usb,22,True,True,suspicious
user_10,file_375,0,0.5,RandomForest,1,False,doc,low,119,email,22,False,True,suspicious
user_10,file_376,0,0.84,RandomForest,0,True,pdf,low,848,web,22,True,False,suspicious
user_10,file_377,1,0.51,RandomForest,0,False,xls,medium,1406,web,22,False,False,suspicious
user_10,file_378,1,0.74,RandomForest,1,True,pdf,high,1045,email,22,True,False,suspicious
user_10,file_379,1,0.87,RandomForest,1,True,doc,high,1515,usb,22,False,False,suspicious
user_10,file_380,1,0.79,RandomForest,1,True,pdf,medium,1164,web,22,False,False,suspicious
user_10,file_381,1,0.8,RandomForest,1,True,doc,high,1439,usb,22,False,False,suspicious
user_10,file_382,0,0.69,RandomForest,0,True,doc,low,1331,email,22,False,False,suspicious
user_10,file_383,0,0.51,RandomForest,0,True,xls,low,349,usb,22,True,False,suspicious
user_10,file_384,0,0.85,RandomForest,0,True,doc,low,1292,web,22,False,True,suspicious
user_10,file_385,1,0.8,RandomForest,1,True,xls,medium,1288,usb,22,False,True,suspicious
user_10,file_386,0,0.61,RandomForest,1,False,pdf,low,573,web,22,False,True,suspicious
user_10,file_387,0,0.82,RandomForest,0,True,doc,low,1740,usb,22,True,True,suspicious
user_10,file_388,0,0.78,RandomForest,0,True,pdf,high,330,usb,22,True,True,suspicious
user_10,file_389,1,0.7,RandomForest,1,True,doc,high,1822,web,22,False,True,suspicious
user_10,file_390,1,0.87,RandomForest,1,True,xls,medium,205,web,22,True,True,suspicious
user_10,file_391,1,0.82,RandomForest,1,True,pdf,low,102,email,22,True,True,suspicious
user_10,file_392,1,0.58,RandomForest,0,False,doc,low,213,web,22,False,False,suspicious
user_10,file_393,1,0.88,RandomForest,1,True,pdf,medium,1355,web,22,True,True,suspicious
user_10,file_394,1,0.87,RandomForest,1,True,pdf,low,1249,usb,22,False,False,suspicious
user_10,file_395,1,0.73,RandomForest,0,False,pdf,medium,1017,usb,22,False,False,suspicious
user_10,file_396,1,0.58,RandomForest,1,True,xls,low,1807,usb,22,False,False,suspicious
user_10,file_397,0,0.52,RandomForest,0,True,doc,high,1408,web,22,True,False,suspicious
user_10,file_398,1,0.77,RandomForest,1,True,pdf,medium,1322,email,22,False,False,suspicious
user_10,file_399,0,0.8,RandomForest,0,True,pdf,medium,1757,web,22,True,False,suspicious
user_10,file_400,0,0.84,RandomForest,0,True,doc,high,1718,usb,22,False,False,suspicious
